"","Scleractinian_branching","Scleractinian_encrusting","Scleractinian_massive","Scleractinian_laminar","Scleractinian_solitary","Gorgonia","Black_coral","Hydroids","CCA","Cnidaria (non Scleractinian)","Sponges","Fleshy macroalgae","Crustose algae","Halimeda","Others"
"40_SOCMOO2_23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40_SOCMOO2_24",6.67,2.66,0,0,1.33,0,0,0,0,0,8,0,0,0,0
"40_SOCMOO2_25",0,2.67,5.33,0,0,0,0,0,4,0,0,0,0,0,0
"40_SOCMOO2_26",6.67,0,1.33,0,0,0,0,0,0,0,1.33,0,0,0,0
"40_SOCMOO2_27",0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0
"40_SOCMOO2_28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40_SOCMOO2_29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40_SOCMOO2_30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40_SOCTAH1_1",0,0,0,0,1.33,0,0,0,2.67,0,0,0,0,0,0
"40_SOCTAH1_2",2.66,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0
"40_SOCTAH1_3",6.67,21.33,10.66,8,1.33,0,0,0,2.67,0,0,0,0,0,0
"40_SOCTAH1_4",2.67,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0
"40_SOCTAH1_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40_SOCTAH1_6",2.66,11.99,0,0,4,0,0,0,9.33,0,0,0,0,0,0
"40_SOCTAH1_7",14.67,4,25.33,0,0,0,0,0,2.67,0,0,1.33,0,0,0
"40_SOCTAH1_8",0,4,9.33,0,1.33,0,0,0,6.67,0,0,0,0,0,0
"40_SOCTAH1_9",1.33,17.34,0,0,2.67,0,0,0,10.67,0,0,0,0,0,0
"40_SOCTAH1_10",2.66,16.01,17.33,1.33,13.33,0,0,0,12,0,4,0,0,0,0
"40_SOCTAH1_11",16,34.68,0,22.67,2.67,0,0,0,18.67,0,0,0,0,0,0
"40_SOCTAH1_12",2.67,0,0,0,5.34,0,0,0,4,0,0,0,0,0,0
"40_SOCTAH1_13",16,6.67,1.33,35.99,9.33,0,0,0,10.67,1.33,0,0,0,0,0
"40_SOCTAH1_14",23.99,25.33,0,12,2.67,0,0,0,8,0,0,0,0,1.33,0
"40_SOCTAH1_15",20,13.34,0,8,6.66,0,0,0,5.33,0,2.67,0,0,5.33,0
"40_SOCTAH1_16",16,13.33,0,20,4,0,0,0,6.67,0,1.33,0,0,2.67,0
"40_SOCTAH1_17",28,16,0,24,5.33,0,0,0,5.33,0,1.33,0,0,0,0
"40_SOCTAH1_18",12,9.34,0,47.99,0,0,0,0,12,0,4,0,0,1.33,0
"40_SOCTAH1_19",8,8.01,0,57.33,1.33,0,0,0,8,0,1.33,0,0,0,0
"40_SOCTAH1_20",8,9.33,0,41.33,0,0,0,0,17.33,0,1.33,0,0,4,0
"40_SOCTAH1_21",6.67,9.34,0,66.67,1.33,0,0,0,1.33,0,0,0,0,0,0
"40_SOCTAH1_22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40_SOCTAH1_23",8,11.99,0,0,6.66,0,0,0,8,0,0,0,1.33,4,0
"40_SOCTAH1_24",6.67,13.34,0,33.33,4,0,0,0,2.67,0,0,0,0,0,0
"40_SOCTAH1_25",2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40_SOCTAH1_26",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"40_SOCTAH1_27",0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0
"40_SOCTAH1_28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40_SOCTAH1_29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40_SOCTAH1_30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40_SOCTAH2_1",0,8,0,30.67,0,0,0,0,18.67,0,8,0,0,0,0
"40_SOCTAH2_2",0,16,0,6.66,0,0,0,0,26.67,0,18.67,0,0,0,0
"40_SOCTAH2_3",0,18.67,0,17.33,0,0,0,0,13.33,0,17.33,0,0,0,0
"40_SOCTAH2_4",0,28,1.33,11.99,0,0,0,0,14.67,0,16,0,0,0,0
"40_SOCTAH2_5",0,18.67,0,21.33,0,0,0,0,21.33,0,14.67,0,0,0,0
"40_SOCTAH2_6",0,25.33,0,12,0,0,0,0,5.33,0,25.33,0,0,0,0
"40_SOCTAH2_7",0,21.33,0,14.68,0,0,0,0,30.67,0,13.33,0,0,0,0
"40_SOCTAH2_8",0,10.66,0,12,0,0,0,0,28,0,17.33,0,0,0,1.33
"40_SOCTAH2_9",0,9.33,0,10.66,0,0,0,0,17.33,0,17.33,0,0,0,0
"40_SOCTAH2_10",0,8,1.33,25.33,0,0,0,0,25.33,0,20,0,0,0,0
"40_SOCTAH2_11",0,28,0,14.66,0,0,0,0,18.67,0,4,0,0,0,1.33
"40_SOCTAH2_12",0,6.66,0,24,0,0,0,0,9.33,0,17.33,0,0,0,0
"40_SOCTAH2_13",0,17.33,0,16,0,0,0,0,13.33,0,10.67,0,0,0,0
"40_SOCTAH2_14",0,5.33,0,21.33,0,0,0,0,22.67,0,9.33,0,0,0,0
"40_SOCTAH2_15",0,2.67,1.33,4,0,0,0,0,8,0,5.33,0,0,0,0
"40_SOCTAH2_16",0,10.67,0,28,0,0,0,0,12,0,13.33,0,0,0,0
"40_SOCTAH2_17",0,13.33,0,25.33,0,0,0,0,17.33,0,5.33,0,0,0,0
"40_SOCTAH2_18",0,5.33,0,17.34,0,0,0,0,9.33,0,6.67,4,0,0,0
"40_SOCTAH2_19",0,5.34,0,38.67,1.33,0,0,0,2.67,0,6.67,0,0,0,0
"40_SOCTAH2_20",0,8,0,17.33,0,0,0,0,1.33,0,5.33,0,0,1.33,0
"40_SOCTAH2_21",0,2.67,0,30.66,1.33,0,0,0,5.33,0,5.33,0,0,0,0
"40_SOCTAH2_22",0,4,0,17.34,8,0,0,0,1.33,0,2.67,0,0,0,0
"40_SOCTAH2_23",0,8.01,0,11.99,0,0,0,0,22.67,0,9.33,0,0,0,1.33
"40_SOCTAH2_24",0,22.67,0,40,0,0,0,0,0,0,4,0,0,0,0
"40_SOCTAH2_25",0,14.67,0,12,0,0,0,0,13.33,0,9.33,0,0,0,0
"40_SOCTAH2_26",0,12,0,20,1.33,0,0,0,22.67,0,13.33,0,0,0,0
"40_SOCTAH2_27",0,8,0,18.67,0,0,0,0,22.67,0,9.33,0,0,0,0
"40_SOCTAH2_28",0,15.99,0,16,0,0,0,0,34.67,0,10.67,0,0,0,0
"40_SOCTAH2_29",0,17.34,0,35.99,0,0,0,0,25.33,0,10.67,0,1.33,0,0
"40_SOCTAH2_30",0,6.67,0,18.66,0,0,0,0,25.33,0,8,0,0,0,0
"40_TUAMAK1_1",12,29.34,28,0,0,0,0,0,1.33,0,6.67,0,0,0,0
"40_TUAMAK1_2",2.66,25.34,6.67,0,0,0,0,0,5.33,0,0,0,0,0,0
"40_TUAMAK1_3",0,2.67,0,0,0,0,0,0,2.67,0,0,0,0,0,0
"40_TUAMAK1_4",4,30.66,12,0,0,0,0,0,1.33,0,0,0,0,0,4
"40_TUAMAK1_5",0,5.33,30.66,0,0,0,0,0,1.33,0,0,0,0,0,0
"40_TUAMAK1_6",0,40,0,6.66,0,0,0,0,0,0,0,0,0,0,0
"40_TUAMAK1_7",4,5.33,10.67,33.33,2.67,0,0,0,1.33,0,0,0,4,0,0
"40_TUAMAK1_8",0,34.67,5.33,4,0,0,0,0,0,0,0,0,2.67,0,0
"40_TUAMAK1_9",18.67,1.33,20,5.33,0,0,0,0,0,0,0,0,0,0,0
"40_TUAMAK1_10",13.33,13.33,8,0,0,0,0,0,1.33,0,0,0,2.67,0,0
"40_TUAMAK1_11",9.33,12,10.67,18.67,0,0,0,0,5.33,0,0,0,0,0,1.33
"40_TUAMAK1_12",2.67,2.66,0,9.33,0,0,0,0,6.67,0,2.67,0,5.33,0,1.33
"40_TUAMAK1_13",12,12,1.33,0,2.67,0,0,0,0,0,0,0,0,0,0
"40_TUAMAK1_14",4,21.33,36,1.33,0,0,0,0,8,0,0,0,0,0,0
"40_TUAMAK1_15",8,20,30.66,0,0,0,0,0,6.67,0,0,0,0,0,0
"40_TUAMAK1_16",4,10.67,65.33,1.33,0,0,0,0,0,0,0,0,0,0,0
"40_TUAMAK1_17",13.33,37.33,2.67,0,0,0,0,0,2.67,0,0,0,0,0,0
"40_TUAMAK1_18",14.66,40,10.67,0,0,0,0,0,2.67,0,0,0,0,0,0
"40_TUAMAK1_19",1.33,18.66,37.33,0,0,0,0,0,5.33,0,0,0,1.33,0,0
"40_TUAMAK1_20",24,24,8,0,0,0,0,0,1.33,0,0,4,4,0,0
"40_TUAMAK1_21",1.33,28,8,0,0,0,0,0,2.67,0,12,0,0,0,0
"40_TUAMAK1_22",4,18.67,9.33,0,0,0,0,0,1.33,0,1.33,0,0,0,0
"40_TUAMAK1_23",9.33,16,22.67,0,0,0,0,0,0,0,0,0,0,0,0
"40_TUAMAK1_24",1.33,15.99,26.66,0,0,0,0,0,0,0,0,0,0,0,0
"40_TUAMAK1_25",8,18.67,24,0,0,0,0,0,5.33,0,0,0,0,0,0
"40_TUAMAK1_26",8,22.67,2.67,0,0,0,0,0,0,0,2.67,0,0,0,0
"40_TUAMAK1_27",2.67,22.67,29.33,0,0,0,0,0,1.33,0,21.33,0,0,0,0
"40_TUAMAK1_28",1.33,42.67,9.34,0,0,0,0,0,2.67,0,0,0,0,0,0
"40_TUAMAK1_29",0,0,4,21.33,0,0,0,0,20,0,0,0,0,0,4
"40_TUAMAK1_30",32,10.67,12,29.33,0,0,0,0,1.33,0,0,0,0,0,0
"40_TUAMAK2_1",13.33,9.33,0,4,0,0,0,0,1.33,0,6.67,0,0,0,0
"40_TUAMAK2_2",2.67,29.33,21.33,0,0,0,0,0,0,0,0,0,0,0,0
"40_TUAMAK2_3",9.33,28,36,0,0,0,0,0,0,0,0,0,0,0,0
"40_TUAMAK2_4",8,28,13.34,0,0,0,0,0,0,0,1.33,0,0,0,0
"40_TUAMAK2_5",30.66,21.33,5.33,0,0,0,0,0,0,0,6.67,0,0,0,0
"40_TUAMAK2_6",0,20,38.67,5.33,0,0,0,0,0,0,0,0,0,0,0
"40_TUAMAK2_7",8,24,17.33,0,0,0,0,0,1.33,0,0,0,1.33,0,0
"40_TUAMAK2_8",2.66,32,21.34,0,0,0,0,0,0,0,0,0,0,0,0
"40_TUAMAK2_9",8,10.66,10.66,0,0,0,0,0,0,0,0,0,1.33,0,0
"40_TUAMAK2_10",20,5.33,0,2.67,1.33,0,0,0,0,0,2.67,0,4,0,0
"40_TUAMAK2_11",6.66,30.67,8,6.67,0,0,0,0,0,0,6.66,0,0,0,0
"40_TUAMAK2_12",10.67,9.33,28,0,1.33,0,0,0,0,0,0,0,0,0,0
"40_TUAMAK2_13",4,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0
"40_TUAMAK2_14",1.33,32,1.33,1.33,0,0,0,0,0,0,0,0,0,0,0
"40_TUAMAK2_15",8,13.33,5.33,0,0,0,0,0,0,0,1.33,0,0,0,0
"40_TUAMAK2_16",0,10.66,16,0,5.33,0,0,0,0,0,0,0,0,0,0
"40_TUAMAK2_17",13.33,23.99,6.66,0,0,0,0,0,0,0,1.33,0,0,0,1.33
"40_TUAMAK2_18",13.33,25.33,0,2.67,0,0,0,0,0,0,1.33,0,0,0,0
"40_TUAMAK2_19",18.67,26.67,5.33,0,0,0,0,0,0,0,0,0,0,0,0
"40_TUAMAK2_20",28,29.33,1.33,0,0,0,0,0,0,0,2.67,0,0,0,0
"40_TUAMAK2_21",26.67,4,27.99,0,1.33,0,0,0,0,0,1.33,0,0,0,0
"40_TUAMAK2_22",34.67,34.67,4,0,0,0,0,0,0,0,0,0,4,0,0
"40_TUAMAK2_23",0,6.67,68,0,0,0,0,0,0,0,0,0,0,0,0
"40_TUAMAK2_24",5.33,13.33,53.33,2.67,0,0,0,0,0,0,0,0,0,0,0
"40_TUAMAK2_25",14.67,21.33,4,1.33,0,0,0,0,1.33,0,0,0,0,0,0
"40_TUAMAK2_26",0,11.99,6.66,1.33,0,0,0,0,0,0,4,0,0,0,0
"40_TUAMAK2_27",4,20,0,14.67,1.33,0,0,0,0,0,0,0,6.67,0,0
"40_TUAMAK2_28",0,12,0,9.33,1.33,0,0,0,0,0,0,0,0,0,0
"40_TUAMAK2_29",0,9.34,12,1.33,0,0,0,0,0,0,0,0,0,0,0
"40_TUAMAK2_30",5.33,34.66,0,1.33,1.33,0,0,0,0,0,0,0,1.33,0,0
"40_TUARAN1_1",0,0,9.33,74.67,0,0,0,0,0,0,0,0,0,0,0
"40_TUARAN1_2",0,0,24,70.67,0,0,0,0,0,0,1.33,0,0,0,1.33
"40_TUARAN1_3",0,0,1.33,30.67,1.33,0,0,0,1.33,0,0,0,0,0,0
"40_TUARAN1_4",1.33,6.67,16,8,1.33,0,0,0,2.67,0,0,0,0,0,0
"40_TUARAN1_5",1.33,4,9.33,4,1.33,0,0,0,5.33,0,11.99,0,0,0,0
"40_TUARAN1_6",0,0,4,29.33,2.67,0,0,0,2.67,0,0,2.67,0,0,0
"40_TUARAN1_7",0,4,2.67,12,1.33,0,0,0,8,0,24,5.33,0,1.33,0
"40_TUARAN1_8",0,0,0,54.67,0,0,0,0,6.67,0,10.67,5.33,0,2.67,1.33
"40_TUARAN1_9",1.33,6.67,5.33,9.33,0,0,0,0,2.67,0,18.67,6.67,0,2.67,0
"40_TUARAN1_10",0,9.34,4,16,0,0,0,0,8,0,12,17.34,0,0,0
"40_TUARAN1_11",0,10.67,8,21.33,0,0,0,0,10.67,0,10.67,6.67,0,0,0
"40_TUARAN1_12",0,2.67,14.67,22.67,1.33,0,0,0,1.33,0,4,4,0,1.33,0
"40_TUARAN1_13",0,1.33,5.33,0,0,0,0,0,4,0,5.33,0,0,0,1.33
"40_TUARAN1_14",0,5.34,5.33,20,0,0,0,0,6.67,0,21.33,2.67,0,0,0
"40_TUARAN1_15",0,4,1.33,20,0,0,0,0,0,0,17.33,2.67,0,0,0
"40_TUARAN1_16",0,24,0,10.67,0,0,0,0,1.33,0,9.33,1.33,0,1.33,0
"40_TUARAN1_17",0,0,26.67,36,0,0,0,0,1.33,0,6.67,0,0,1.33,0
"40_TUARAN1_18",0,2.66,1.33,49.33,0,0,0,0,4,0,9.33,9.33,0,2.67,0
"40_TUARAN1_19",0,1.33,4,50.67,0,0,0,0,1.33,0,4,2.66,0,0,0
"40_TUARAN1_20",0,0,1.33,61.33,0,0,0,0,0,0,6.66,0,0,0,0
"40_TUARAN1_21",2.66,2.67,24,13.33,0,0,0,0,0,0,9.33,2.67,0,2.67,0
"40_TUARAN1_22",0,1.33,20,25.33,0,0,0,0,0,0,13.33,10.67,1.33,0,0
"40_TUARAN1_23",0,1.33,0,56,0,0,0,0,4,0,18.66,0,0,0,0
"40_TUARAN1_24",1.33,0,4,65.33,0,0,0,0,1.33,0,2.67,0,0,1.33,0
"40_TUARAN1_25",0,4,9.34,44,0,0,0,0,0,0,14.66,0,0,2.67,0
"40_TUARAN1_26",0,5.33,6.67,14.67,0,0,0,0,1.33,0,4,9.34,0,1.33,0
"40_TUARAN1_27",0,5.34,20,49.33,0,0,0,0,0,0,6.67,0,0,0,0
"40_TUARAN1_28",0,4,7.99,38.67,0,0,0,0,5.33,0,8,0,0,1.33,0
"40_TUARAN1_29",0,5.33,4,8,0,0,0,0,4,0,16,1.33,0,0,0
"40_TUARAN1_30",0,3.99,17.33,48,0,0,0,0,0,0,6.67,0,0,1.33,2.67
"40_TUARAN2_1",0,0,1.33,93.33,0,0,0,0,0,0,0,0,0,0,0
"40_TUARAN2_2",0,0,1.33,50.67,0,0,0,0,2.67,0,4,29.33,0,0,0
"40_TUARAN2_3",0,0,4,84,0,0,0,0,0,0,0,4,0,0,0
"40_TUARAN2_4",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
"40_TUARAN2_5",0,2.67,14.67,0,1.33,0,0,0,4,0,0,4,0,0,0
"40_TUARAN2_6",0,4,1.33,29.33,0,0,0,0,0,0,0,8,0,0,0
"40_TUARAN2_7",0,0,1.33,53.33,0,0,0,0,4,0,0,6.67,0,0,0
"40_TUARAN2_8",12,2.66,4,2.67,0,0,0,0,4,0,1.33,8,0,0,0
"40_TUARAN2_9",0,2.66,5.33,0,0,0,0,0,0,0,2.67,8,0,0,0
"40_TUARAN2_10",0,0,2.67,64,0,0,0,0,0,0,0,8,0,0,0
"40_TUARAN2_11",2.67,2.66,0,62.67,1.33,0,0,0,2.67,0,9.33,8,0,0,0
"40_TUARAN2_12",0,5.34,4,0,0,0,0,0,5.33,0,0,12,0,0,0
"40_TUARAN2_13",1.33,1.33,0,4,0,0,0,0,4,0,1.33,44,0,0,0
"40_TUARAN2_14",2.67,2.67,5.33,0,0,0,0,0,12,0,0,10.67,0,0,0
"40_TUARAN2_15",0,0,5.33,16,0,0,0,0,0,0,0,36,0,0,0
"40_TUARAN2_16",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"40_TUARAN2_17",0,0,1.33,25.33,2.67,0,0,0,0,0,0,13.33,0,0,0
"40_TUARAN2_18",0,2.66,2.67,8,0,0,0,0,1.33,0,0,1.33,0,0,0
"40_TUARAN2_19",0,0,1.33,0,0,0,0,0,0,0,0,8,0,0,0
"40_TUARAN2_20",0,1.33,13.33,0,0,0,0,0,1.33,0,6.67,20,0,0,1.33
"40_TUARAN2_21",5.33,0,0,0,0,0,0,0,0,0,0,18.67,0,0,0
"40_TUARAN2_22",0,4,13.33,5.33,0,0,0,0,1.33,0,0,20,0,0,0
"40_TUARAN2_23",4,0,1.33,0,0,0,0,0,1.33,0,0,21.33,0,0,0
"40_TUARAN2_24",0,1.33,8,0,1.33,0,0,0,2.67,0,0,28,0,0,0
"40_TUARAN2_25",1.33,0,18.67,1.33,0,0,0,0,6.67,0,0,26.67,0,0,1.33
"40_TUARAN2_26",13.33,1.33,5.33,9.33,0,0,0,0,6.67,0,4,42.67,0,0,0
"40_TUARAN2_27",0,0,1.33,0,0,0,0,0,1.33,0,1.33,26.67,0,0,0
"40_TUARAN2_28",0,0,0,0,1.33,0,0,0,5.33,0,1.33,10.67,0,0,0
"40_TUARAN2_29",0,1.33,2.66,6.66,0,0,0,0,9.33,0,0,24,0,0,0
"40_TUARAN2_30",0,0,12,36,0,0,0,0,4,0,6.67,37.33,0,0,0
"40_TUARAR1_1",0,0,0,93.33,0,0,0,0,0,0,0,0,0,0,0
"40_TUARAR1_2",1.33,4,12,50.67,0,0,0,0,1.33,0,12,0,0,0,0
"40_TUARAR1_3",0,13.34,1.33,61.33,0,0,0,0,2.66,0,4,1.33,0,0,0
"40_TUARAR1_4",0,0,0,98.67,0,0,0,0,0,0,0,0,0,0,0
"40_TUARAR1_5",0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
"40_TUARAR1_6",0,0,0,89.33,0,0,0,0,0,0,5.33,0,0,0,0
"40_TUARAR1_7",0,0,0,61.33,0,0,0,0,10.67,0,6.66,0,0,0,0
"40_TUARAR1_8",0,0,0,94.67,0,0,0,0,0,0,2.67,0,0,0,0
"40_TUARAR1_9",0,0,48,52,0,0,0,0,0,0,0,0,0,0,0
"40_TUARAR1_10",8,0,5.33,85.33,0,0,0,0,0,0,1.33,0,0,0,0
"40_TUARAR1_11",10.67,5.34,8,52,0,0,0,0,4,0,1.33,4,0,0,1.33
"40_TUARAR1_12",0,0,0,89.33,0,0,0,0,1.33,0,9.33,0,0,0,0
"40_TUARAR1_13",1.33,19.99,1.33,20,0,0,0,0,2.67,0,10.66,22.67,0,0,0
"40_TUARAR1_14",0,1.33,12,2.67,0,0,0,0,6.67,0,4,34.67,0,0,0
"40_TUARAR1_15",2.66,4,21.33,0,0,0,0,0,12,0,20,6.67,0,0,0
"40_TUARAR1_16",0,0,0,77.33,0,0,0,0,0,0,21.34,0,0,0,0
"40_TUARAR1_17",0,0,8,72,0,0,0,0,9.33,0,5.34,0,0,0,0
"40_TUARAR1_18",0,0,4,85.33,0,0,0,0,1.33,0,0,1.33,0,0,0
"40_TUARAR1_19",0,0,93.33,6.67,0,0,0,0,0,0,0,0,0,0,0
"40_TUARAR1_20",0,0,2.67,73.33,1.33,0,0,0,2.67,0,6.67,0,0,0,0
"40_TUARAR1_21",0,0,0,90.67,0,0,0,0,1.33,0,0,0,0,0,0
"40_TUARAR1_22",0,2.67,13.33,80,0,0,0,0,0,0,2.67,0,0,0,0
"40_TUARAR1_23",0,0,0,81.33,0,0,0,0,1.33,0,0,0,0,0,0
"40_TUARAR1_24",0,0,22.67,48,0,0,0,0,0,0,1.33,24,0,0,0
"40_TUARAR1_25",0,0,4,90.67,0,0,0,0,0,0,0,0,0,0,0
"40_TUARAR1_26",0,0,0,81.33,0,0,0,0,0,0,13.33,0,0,0,0
"40_TUARAR1_27",0,0,1.33,98.67,0,0,0,0,0,0,0,0,0,0,0
"40_TUARAR1_28",0,0,0,96,0,0,0,0,1.33,0,0,0,0,0,0
"40_TUARAR1_29",0,0,0,98.67,0,0,0,0,0,0,0,0,0,0,0
"40_TUARAR1_30",0,0,2.67,88,0,0,0,0,0,0,2.67,0,0,0,0
"40_TUARAR2_1",0,0,5.33,62.67,0,0,0,0,4,0,25.33,0,0,0,0
"40_TUARAR2_2",0,6.67,1.33,0,0,0,0,0,21.33,0,2.67,0,0,0,0
"40_TUARAR2_3",1.33,12,10.67,17.33,0,0,0,0,12,0,0,2.67,0,0,0
"40_TUARAR2_4",0,1.33,0,62.67,0,0,0,0,6.67,0,12,0,0,0,0
"40_TUARAR2_5",0,9.33,0,20,1.33,0,0,0,1.33,0,4,0,0,0,0
"40_TUARAR2_6",1.33,6.67,2.67,58.67,0,0,0,0,4,0,16,0,0,0,0
"40_TUARAR2_7",0,1.33,0,26.67,2.67,0,0,0,6.67,0,8,0,0,0,0
"40_TUARAR2_8",20,4,0,60,0,0,0,0,0,0,12,0,0,0,0
"40_TUARAR2_9",9.33,2.67,16,33.33,0,0,0,0,8,0,10.67,0,0,0,0
"40_TUARAR2_10",0,0,9.33,50.67,2.67,0,0,0,2.67,0,17.33,0,0,0,0
"40_TUARAR2_11",8,0,0,69.33,0,0,0,0,1.33,0,9.33,0,0,0,0
"40_TUARAR2_12",0,0,0,77.33,0,0,0,0,5.33,0,0,0,0,0,0
"40_TUARAR2_13",0,0,0,94.67,0,0,0,0,0,0,5.33,0,0,0,0
"40_TUARAR2_14",0,0,0,97.33,0,0,0,0,0,0,0,0,0,0,0
"40_TUARAR2_15",14.67,2.67,0,62.67,0,0,0,0,4,0,4,0,0,0,1.33
"40_TUARAR2_16",9.33,9.33,0,20,0,0,0,0,5.33,0,22.67,9.33,0,0,0
"40_TUARAR2_17",0,2.67,1.33,70.67,0,0,0,0,0,0,16,6.67,0,0,0
"40_TUARAR2_18",0,0,18.67,46.67,6.67,0,0,0,0,0,12,0,0,0,0
"40_TUARAR2_19",0,0,0,97.33,0,0,0,0,0,0,0,0,0,0,0
"40_TUARAR2_20",0,0,5.33,70.67,0,0,0,0,2.67,0,6.67,2.67,0,0,0
"40_TUARAR2_21",0,0,0,90.67,1.33,0,0,0,0,0,0,0,0,0,0
"40_TUARAR2_22",0,0,0,69.33,0,0,0,0,13.33,0,0,0,0,0,0
"40_TUARAR2_23",2.66,0,8,26.67,0,0,0,0,17.33,0,20,0,0,0,0
"40_TUARAR2_24",0,0,16,46.67,0,0,0,0,20,0,4,0,0,0,0
"40_TUARAR2_25",0,6.67,0,5.33,0,0,0,0,22.67,0,6.67,0,0,0,0
"40_TUARAR2_26",4,1.33,9.33,10.67,0,0,0,0,18.67,0,9.33,0,0,0,0
"40_TUARAR2_27",1.33,0,12,0,0,0,0,0,17.33,0,20,18.67,0,0,0
"40_TUARAR2_28",0,1.33,8,0,0,0,0,0,18.67,0,2.67,9.33,0,0,0
"40_TUARAR2_29",0,5.34,10.67,50.67,0,0,0,0,9.33,0,1.33,0,0,0,0
"40_TUARAR2_30",0,9.33,5.33,30.67,0,0,0,0,12,0,2.66,0,0,0,0
"40_TUATIK1_1",0,25.34,4,5.33,1.33,0,0,0,2.67,0,0,1.33,0,0,0
"40_TUATIK1_2",0,41.33,0,8,0,0,0,0,2.67,0,1.33,2.67,0,0,0
"40_TUATIK1_3",0,11.99,4,0,1.33,0,0,0,9.33,1.33,1.33,0,0,0,1.33
"40_TUATIK1_4",0,22.66,0,2.67,0,0,0,0,5.33,0,1.33,0,0,0,0
"40_TUATIK1_5",0,12,0,0,0,0,0,0,16,0,12,1.33,0,0,0
"40_TUATIK1_6",0,25.33,0,0,0,0,0,0,6.67,0,5.33,0,0,0,0
"40_TUATIK1_7",0,1.33,0,1.33,0,0,0,0,14.67,0,4,0,0,0,0
"40_TUATIK1_8",0,30.67,0,0,0,0,0,0,2.67,0,2.67,0,0,0,0
"40_TUATIK1_9",0,2.66,0,0,0,0,0,0,6.67,0,0,1.33,2.67,0,0
"40_TUATIK1_10",1.33,6.66,0,9.33,0,0,0,0,34.67,0,1.33,20,0,0,0
"40_TUATIK1_11",0,9.33,0,0,0,0,0,0,20,0,0,0,0,0,0
"40_TUATIK1_12",0,32,0,8,0,0,0,0,6.67,0,1.33,1.33,0,0,0
"40_TUATIK1_13",0,9.33,0,2.67,0,0,0,0,14.67,0,2.67,0,0,0,0
"40_TUATIK1_14",0,20,4,0,1.33,0,0,0,4,0,2.67,4,0,0,0
"40_TUATIK1_15",0,17.33,5.33,0,0,0,0,0,5.33,0,5.33,2.67,0,0,0
"40_TUATIK1_16",2.67,26.67,16,0,0,0,0,0,8,0,0,0,0,0,0
"40_TUATIK1_17",0,13.33,8,0,0,0,0,0,5.33,0,5.33,0,0,1.33,0
"40_TUATIK1_18",0,22.66,0,2.67,0,0,0,0,5.33,0,14.67,0,0,0,0
"40_TUATIK1_19",0,40,2.67,0,0,0,0,0,5.33,0,1.33,0,0,0,0
"40_TUATIK1_20",0,9.33,8,17.33,0,0,0,0,6.67,0,0,0,1.33,0,0
"40_TUATIK1_21",0,13.33,6.66,5.33,0,0,0,0,5.33,0,0,0,0,0,0
"40_TUATIK1_22",0,44,0,0,0,0,0,0,1.33,0,1.33,2.67,0,0,0
"40_TUATIK1_23",0,47.99,5.33,1.33,0,0,0,0,5.33,0,0,0,0,0,0
"40_TUATIK1_24",1.33,21.33,2.67,0,0,0,0,0,1.33,0,1.33,0,0,0,0
"40_TUATIK1_25",0,44,2.67,0,0,0,0,0,2.67,0,1.33,0,0,0,0
"40_TUATIK1_26",4,21.33,1.33,0,0,0,0,0,4,0,0,0,0,0,0
"40_TUATIK1_27",1.33,39.99,0,0,0,0,0,0,10.67,0,2.67,0,0,0,0
"40_TUATIK1_28",0,54.67,0,0,0,0,0,0,1.33,0,0,0,0,0,0
"40_TUATIK1_29",0,34.67,0,1.33,0,0,0,0,16,0,1.33,0,0,0,0
"40_TUATIK1_30",0,46.67,0,0,0,0,0,0,4,0,1.33,0,0,0,0
"40_TUATIK2_1",0,0,0,61.33,0,0,0,0,2.67,0,6.67,0,0,0,0
"40_TUATIK2_2",0,4,6.66,20,0,0,0,0,6.67,0,14.67,17.33,0,1.33,0
"40_TUATIK2_3",0,0,0,9.33,0,0,0,0,8,0,20,1.33,0,0,0
"40_TUATIK2_4",0,1.33,2.67,4,0,0,0,0,6.67,0,17.33,0,0,1.33,0
